"","Edad","RegimenClara","Zona","Calidad","N","Vol.comercial20","Vol.comercial7","variable","Renta"
"593",1,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"594",3,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"595",35,"M8","zona costera","26",0,1591.183,1783.542,"renta.act.Esc1.Int1",13543.73409369
"596",1,"M8","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"597",3,"M8","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"598",35,"M8","zona interior","7",0,52.177,176.658,"renta.act.Esc1.Int1",-774.425666310009
"599",1,"M8","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"600",3,"M8","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"601",35,"M8","zona interior","11",0,253.771,431.877,"renta.act.Esc1.Int1",1165.52289368999
"602",1,"M8","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"603",3,"M8","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"604",35,"M8","zona interior","16",0,679.527,881.461,"renta.act.Esc1.Int1",5133.82065368999
"605",1,"M8","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"606",3,"M8","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"607",35,"M8","zona interior","21",0,1250.335,1458.085,"renta.act.Esc1.Int1",10416.46161369
"608",1,"M8","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"609",3,"M8","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"610",35,"M8","zona interior","26",0,1947.04,2156.127,"renta.act.Esc1.Int1",16855.94109369
"611",1,"MG2","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"612",3,"MG2","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"613",17,"MG2","zona costera","7",1000,0,0.902,"renta.act.Esc1.Int1",-1003.98560000234
"614",25,"MG2","zona costera","7",450,0,30.254,"renta.act.Esc1.Int1",-1132.76338663393
"615",35,"MG2","zona costera","7",0,65.614,109.042,"renta.act.Esc1.Int1",1467.67451251887
"616",1,"MG2","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"617",3,"MG2","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"618",17,"MG2","zona costera","11",1000,0,7.069,"renta.act.Esc1.Int1",-995.105120002341
"619",25,"MG2","zona costera","11",450,11.995,80.814,"renta.act.Esc1.Int1",-830.763288934129
"620",35,"MG2","zona costera","11",0,215.021,261.294,"renta.act.Esc1.Int1",8183.72896645281
"621",1,"MG2","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"622",3,"MG2","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"623",17,"MG2","zona costera","16",1000,0,25.517,"renta.act.Esc1.Int1",-968.540000002341
"624",25,"MG2","zona costera","16",450,90.188,179.893,"renta.act.Esc1.Int1",769.276063121323
"625",35,"MG2","zona costera","16",0,436.698,483.235,"renta.act.Esc1.Int1",19546.9535883804
"626",1,"MG2","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"627",3,"MG2","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"628",17,"MG2","zona costera","21",1000,7.705,51.53,"renta.act.Esc1.Int1",-869.441280002341
"629",25,"MG2","zona costera","21",450,215.99,312.127,"renta.act.Esc1.Int1",3370.43144805464
"630",35,"MG2","zona costera","21",0,730.716,775.584,"renta.act.Esc1.Int1",35199.3484081535
"631",1,"MG2","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"632",3,"MG2","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"633",17,"MG2","zona costera","26",1000,36.405,90.373,"renta.act.Esc1.Int1",-583.907360002342
"634",25,"MG2","zona costera","26",450,397.742,491.689,"renta.act.Esc1.Int1",7278.70570401699
"635",35,"MG2","zona costera","26",0,1037.528,1081.889,"renta.act.Esc1.Int1",52990.0203579807
"636",1,"MG2","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-2200
"637",3,"MG2","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-761.88
"638",17,"MG2","zona interior","7",1000,0,0.868,"renta.act.Esc1.Int1",-1004.03456000234
"639",25,"MG2","zona interior","7",450,0,28.785,"renta.act.Esc1.Int1",-1134.93611107723
"640",35,"MG2","zona interior","7",0,67.455,109.484,"renta.act.Esc1.Int1",1541.18027354631
"641",1,"MG2","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-2200
"642",3,"MG2","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-761.88
"643",17,"MG2","zona interior","11",1000,0,6.488,"renta.act.Esc1.Int1",-995.941760002341
"644",25,"MG2","zona interior","11",450,12.019,81.37,"renta.act.Esc1.Int1",-830.50514603865
"645",35,"MG2","zona interior","11",0,230.557,276.294,"renta.act.Esc1.Int1",8842.93036120195
"646",1,"MG2","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-2200
"647",3,"MG2","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-761.88
"648",17,"MG2","zona interior","16",1000,0,23.634,"renta.act.Esc1.Int1",-971.251520002341
"649",25,"MG2","zona interior","16",450,94.854,188.183,"renta.act.Esc1.Int1",863.144525276547
"650",35,"MG2","zona interior","16",0,490.49,538.21,"renta.act.Esc1.Int1",21947.0905599611
"651",1,"MG2","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-2200
"652",3,"MG2","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-761.88
"653",17,"MG2","zona interior","21",1000,6.237,48.882,"renta.act.Esc1.Int1",-884.998400002341
"654",25,"MG2","zona interior","21",450,234.188,336.059,"renta.act.Esc1.Int1",3718.59740246526
"655",35,"MG2","zona interior","21",0,855.368,902.647,"renta.act.Esc1.Int1",40919.9565238122
"656",1,"MG2","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-2200
"657",3,"MG2","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-761.88
"658",17,"MG2","zona interior","26",1000,26.863,82.701,"renta.act.Esc1.Int1",-671.291040002341
"659",25,"MG2","zona interior","26",450,445.921,547.05,"renta.act.Esc1.Int1",8134.82659559849
"660",35,"MG2","zona interior","26",0,1262.089,1310.595,"renta.act.Esc1.Int1",63574.4558076595
"661",0,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",0
"662",5,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-837
"663",7,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"664",17,"MG2rn","zona costera","7",1000,0,0.902,"renta.act.Esc1.Int1",-24.0742450533069
"665",25,"MG2rn","zona costera","7",450,0,30.254,"renta.act.Esc1.Int1",15.3589449427456
"666",35,"MG2rn","zona costera","7",0,65.614,109.042,"renta.act.Esc1.Int1",2867.22922818221
"667",0,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",0
"668",5,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-837
"669",7,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"670",17,"MG2rn","zona costera","11",1000,0,7.069,"renta.act.Esc1.Int1",-15.1937650533069
"671",25,"MG2rn","zona costera","11",450,11.995,80.814,"renta.act.Esc1.Int1",317.359042642548
"672",35,"MG2rn","zona costera","11",0,215.021,261.294,"renta.act.Esc1.Int1",9583.28368211615
"673",0,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",0
"674",5,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-837
"675",7,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"676",17,"MG2rn","zona costera","16",1000,0,25.517,"renta.act.Esc1.Int1",11.3713549466931
"677",25,"MG2rn","zona costera","16",450,90.188,179.893,"renta.act.Esc1.Int1",1917.398394698
"678",35,"MG2rn","zona costera","16",0,436.698,483.235,"renta.act.Esc1.Int1",20946.5083040438
"679",0,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",0
"680",5,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-837
"681",7,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"682",17,"MG2rn","zona costera","21",1000,7.705,51.53,"renta.act.Esc1.Int1",110.470074946693
"683",25,"MG2rn","zona costera","21",450,215.99,312.127,"renta.act.Esc1.Int1",4518.55377963132
"684",35,"MG2rn","zona costera","21",0,730.716,775.584,"renta.act.Esc1.Int1",36598.9031238168
"685",0,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",0
"686",5,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-837
"687",7,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"688",17,"MG2rn","zona costera","26",1000,36.405,90.373,"renta.act.Esc1.Int1",396.003994946693
"689",25,"MG2rn","zona costera","26",450,397.742,491.689,"renta.act.Esc1.Int1",8426.82803559367
"690",35,"MG2rn","zona costera","26",0,1037.528,1081.889,"renta.act.Esc1.Int1",54389.5750736441
"691",0,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",0
"692",5,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-837
"693",7,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"694",17,"MG2rn","zona interior","7",1000,0,0.868,"renta.act.Esc1.Int1",-24.1232050533069
"695",25,"MG2rn","zona interior","7",450,0,28.785,"renta.act.Esc1.Int1",13.1862204994517
"696",35,"MG2rn","zona interior","7",0,67.455,109.484,"renta.act.Esc1.Int1",2940.73498920965
"697",0,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",0
"698",5,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-837
"699",7,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"700",17,"MG2rn","zona interior","11",1000,0,6.488,"renta.act.Esc1.Int1",-16.0304050533069
"701",25,"MG2rn","zona interior","11",450,12.019,81.37,"renta.act.Esc1.Int1",317.617185538027
"702",35,"MG2rn","zona interior","11",0,230.557,276.294,"renta.act.Esc1.Int1",10242.4850768653
"703",0,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",0
"704",5,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-837
"705",7,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"706",17,"MG2rn","zona interior","16",1000,0,23.634,"renta.act.Esc1.Int1",8.65983494669314
"707",25,"MG2rn","zona interior","16",450,94.854,188.183,"renta.act.Esc1.Int1",2011.26685685322
"708",35,"MG2rn","zona interior","16",0,490.49,538.21,"renta.act.Esc1.Int1",23346.6452756245
"709",0,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",0
"710",5,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-837
"711",7,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"712",17,"MG2rn","zona interior","21",1000,6.237,48.882,"renta.act.Esc1.Int1",94.9129549466931
"713",25,"MG2rn","zona interior","21",450,234.188,336.059,"renta.act.Esc1.Int1",4866.71973404194
"714",35,"MG2rn","zona interior","21",0,855.368,902.647,"renta.act.Esc1.Int1",42319.5112394755
"715",0,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",0
"716",5,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-837
"717",7,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc1.Int1",-20.8148
"718",17,"MG2rn","zona interior","26",1000,26.863,82.701,"renta.act.Esc1.Int1",308.620314946693
"719",25,"MG2rn","zona interior","26",450,445.921,547.05,"renta.act.Esc1.Int1",9282.94892717517
"720",35,"MG2rn","zona interior","26",0,1262.089,1310.595,"renta.act.Esc1.Int1",64974.0105233229
"721",1,"M2","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"722",3,"M2","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"723",14,"M2","zona costera","7",1000,0,0.754,"renta.act.Esc1.Int2",-1115.96328899721
"724",22,"M2","zona costera","7",700,0,6.717,"renta.act.Esc1.Int2",-1403.99642642859
"725",30,"M2","zona costera","7",300,5.55,42.877,"renta.act.Esc1.Int2",-1612.90178737487
"726",40,"M2","zona costera","7",0,96.196,120.552,"renta.act.Esc1.Int2",1132.3597496735
"727",1,"M2","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"728",3,"M2","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"729",14,"M2","zona costera","11",1000,0,4.755,"renta.act.Esc1.Int2",-1110.20184899721
"730",22,"M2","zona costera","11",700,0,26.476,"renta.act.Esc1.Int2",-1368.24504661088
"731",30,"M2","zona costera","11",300,51.839,105.44,"renta.act.Esc1.Int2",-610.992209053471
"732",40,"M2","zona costera","11",0,230.851,256.221,"renta.act.Esc1.Int2",7050.49330260139
"733",1,"M2","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"734",3,"M2","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"735",14,"M2","zona costera","16",1000,0,17.457,"renta.act.Esc1.Int2",-1091.91096899721
"736",22,"M2","zona costera","16",700,10.15,59.396,"renta.act.Esc1.Int2",-1216.46990706463
"737",30,"M2","zona costera","16",300,150.42,209.939,"renta.act.Esc1.Int2",1577.18687682215
"738",40,"M2","zona costera","16",0,447.465,472.328,"renta.act.Esc1.Int2",17342.3720970479
"739",1,"M2","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"740",3,"M2","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"741",14,"M2","zona costera","21",1000,3.179,38.584,"renta.act.Esc1.Int2",-1036.05608899721
"742",22,"M2","zona costera","21",700,60.511,117.319,"renta.act.Esc1.Int2",-659.417496181136
"743",30,"M2","zona costera","21",300,296.238,354.15,"renta.act.Esc1.Int2",5220.2210046942
"744",40,"M2","zona costera","21",0,685.217,710.291,"renta.act.Esc1.Int2",30307.9120520048
"745",1,"M2","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"746",3,"M2","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"747",14,"M2","zona costera","26",1000,14.487,66.111,"renta.act.Esc1.Int2",-905.953208997214
"748",22,"M2","zona costera","26",700,126.969,185.471,"renta.act.Esc1.Int2",135.195819705228
"749",30,"M2","zona costera","26",300,460.073,515.36,"renta.act.Esc1.Int2",9525.94697953126
"750",40,"M2","zona costera","26",0,967.052,991.899,"renta.act.Esc1.Int2",45659.6007345557
"751",1,"M2","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"752",3,"M2","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"753",14,"M2","zona interior","7",1000,0,0.695,"renta.act.Esc1.Int2",-1116.04824899721
"754",22,"M2","zona interior","7",700,0,6.315,"renta.act.Esc1.Int2",-1404.68293121471
"755",30,"M2","zona interior","7",300,5.506,42.315,"renta.act.Esc1.Int2",-1615.40439109865
"756",40,"M2","zona interior","7",0,98.359,121.591,"renta.act.Esc1.Int2",1200.79011953811
"757",1,"M2","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"758",3,"M2","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"759",14,"M2","zona interior","11",1000,0,3.471,"renta.act.Esc1.Int2",-1112.05080899721
"760",22,"M2","zona interior","11",700,0,25.636,"renta.act.Esc1.Int2",-1371.79685382057
"761",30,"M2","zona interior","11",300,54.072,108.698,"renta.act.Esc1.Int2",-568.998252161553
"762",40,"M2","zona interior","11",0,246.758,271.774,"renta.act.Esc1.Int2",7646.30348910191
"763",1,"M2","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"764",3,"M2","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"765",14,"M2","zona interior","16",1000,0,12.668,"renta.act.Esc1.Int2",-1098.80712899721
"766",22,"M2","zona interior","16",700,10.595,61.264,"renta.act.Esc1.Int2",-1218.95583622909
"767",30,"M2","zona interior","16",300,179.214,239.833,"renta.act.Esc1.Int2",2156.10881613216
"768",40,"M2","zona interior","16",0,509.386,534.93,"renta.act.Esc1.Int2",20222.9741536483
"769",1,"M2","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"770",3,"M2","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"771",14,"M2","zona interior","21",1000,0,31.611,"renta.act.Esc1.Int2",-1071.52920899721
"772",22,"M2","zona interior","21",700,62.98,122.773,"renta.act.Esc1.Int2",-676.748023290608
"773",30,"M2","zona interior","21",300,348.786,410.002,"renta.act.Esc1.Int2",6262.39265145725
"774",40,"M2","zona interior","21",0,822.376,848.894,"renta.act.Esc1.Int2",36365.7594181777
"775",1,"M2","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"776",3,"M2","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"777",14,"M2","zona interior","26",1000,10.981,60.103,"renta.act.Esc1.Int2",-942.652728997214
"778",22,"M2","zona interior","26",700,135.643,198.765,"renta.act.Esc1.Int2",177.241325767941
"779",30,"M2","zona interior","26",300,553.283,613.637,"renta.act.Esc1.Int2",11465.6190486683
"780",40,"M2","zona interior","26",0,1191.609,1219.186,"renta.act.Esc1.Int2",55891.7535788253
"781",1,"M4","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"782",3,"M4","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"783",15,"M4","zona costera","7",700,0,2.415,"renta.act.Esc1.Int2",-1121.58052046713
"784",25,"M4","zona costera","7",0,15.094,71.024,"renta.act.Esc1.Int2",-1284.28387220908
"785",1,"M4","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"786",3,"M4","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"787",15,"M4","zona costera","11",700,0,14.78,"renta.act.Esc1.Int2",-973.20052046713
"788",25,"M4","zona costera","11",0,117.56,196.992,"renta.act.Esc1.Int2",-83.7516398420012
"789",1,"M4","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"790",3,"M4","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"791",15,"M4","zona costera","16",700,0.795,56.324,"renta.act.Esc1.Int2",-468.31252046713
"792",25,"M4","zona costera","16",0,313.566,402.004,"renta.act.Esc1.Int2",2458.04089309229
"793",1,"M4","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"794",3,"M4","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"795",15,"M4","zona costera","21",700,23.038,117.827,"renta.act.Esc1.Int2",447.66747953287
"796",25,"M4","zona costera","21",0,625.28,709.408,"renta.act.Esc1.Int2",6625.41517824392
"797",1,"M4","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"798",3,"M4","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"799",15,"M4","zona costera","26",700,126.548,231.007,"renta.act.Esc1.Int2",2633.90747953287
"800",25,"M4","zona costera","26",0,981.459,1063.993,"renta.act.Esc1.Int2",12923.5733234212
"801",1,"M4","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"802",3,"M4","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"803",15,"M4","zona interior","7",700,0,1.852,"renta.act.Esc1.Int2",-1128.33652046713
"804",25,"M4","zona interior","7",0,14.455,69.71,"renta.act.Esc1.Int2",-1300.36753126793
"805",1,"M4","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"806",3,"M4","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"807",15,"M4","zona interior","11",700,0,13.87,"renta.act.Esc1.Int2",-984.12052046713
"808",25,"M4","zona interior","11",0,112.804,193.837,"renta.act.Esc1.Int2",-141.018406704439
"809",1,"M4","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"810",3,"M4","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"811",15,"M4","zona interior","16",700,0,52.004,"renta.act.Esc1.Int2",-526.51252046713
"812",25,"M4","zona interior","16",0,321.092,412.587,"renta.act.Esc1.Int2",2455.27247981447
"813",1,"M4","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"814",3,"M4","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"815",15,"M4","zona interior","21",700,18.469,108.939,"renta.act.Esc1.Int2",304.45947953287
"816",25,"M4","zona interior","21",0,659.475,748.665,"renta.act.Esc1.Int2",6763.04568139081
"817",1,"M4","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"818",3,"M4","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"819",15,"M4","zona interior","26",700,106.219,210.575,"renta.act.Esc1.Int2",2226.09147953287
"820",25,"M4","zona interior","26",0,1064.305,1152.861,"renta.act.Esc1.Int2",13166.2406412626
"821",1,"M8","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"822",3,"M8","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"823",35,"M8","zona costera","7",0,48.673,175.296,"renta.act.Esc1.Int2",-1445.96464218277
"824",1,"M8","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"825",3,"M8","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"826",35,"M8","zona costera","11",0,231.943,410.445,"renta.act.Esc1.Int2",322.155917817227
"827",1,"M8","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"828",3,"M8","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"829",35,"M8","zona costera","16",0,596.539,793.719,"renta.act.Esc1.Int2",3717.91927781723
"830",1,"M8","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"831",3,"M8","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"832",35,"M8","zona costera","21",0,1058.607,1256.041,"renta.act.Esc1.Int2",7987.79335781723
"833",1,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"834",3,"M8","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"835",35,"M8","zona costera","26",0,1591.183,1783.542,"renta.act.Esc1.Int2",12901.4875978172
"836",1,"M8","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"837",3,"M8","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"838",35,"M8","zona interior","7",0,52.177,176.658,"renta.act.Esc1.Int2",-1416.67216218277
"839",1,"M8","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"840",3,"M8","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"841",35,"M8","zona interior","11",0,253.771,431.877,"renta.act.Esc1.Int2",523.276397817227
"842",1,"M8","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"843",3,"M8","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"844",35,"M8","zona interior","16",0,679.527,881.461,"renta.act.Esc1.Int2",4491.57415781723
"845",1,"M8","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"846",3,"M8","zona interior","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"847",35,"M8","zona interior","21",0,1250.335,1458.085,"renta.act.Esc1.Int2",9774.21511781723
"848",1,"M8","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"849",3,"M8","zona interior","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"850",35,"M8","zona interior","26",0,1947.04,2156.127,"renta.act.Esc1.Int2",16213.6945978172
"851",1,"MG2","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"852",3,"MG2","zona costera","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"853",17,"MG2","zona costera","7",1000,0,0.902,"renta.act.Esc1.Int2",-1219.33077616358
"854",25,"MG2","zona costera","7",450,0,30.254,"renta.act.Esc1.Int2",-1501.04598655916
"855",35,"MG2","zona costera","7",0,65.614,109.042,"renta.act.Esc1.Int2",831.226472514386
"856",1,"MG2","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"857",3,"MG2","zona costera","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"858",17,"MG2","zona costera","11",1000,0,7.069,"renta.act.Esc1.Int2",-1210.45029616358
"859",25,"MG2","zona costera","11",450,11.995,80.814,"renta.act.Esc1.Int2",-1198.2012601868
"860",35,"MG2","zona costera","11",0,215.021,261.294,"renta.act.Esc1.Int2",7586.14248068419
"861",1,"MG2","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"862",3,"MG2","zona costera","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"863",17,"MG2","zona costera","16",1000,0,25.517,"renta.act.Esc1.Int2",-1183.88517616358
"864",25,"MG2","zona costera","16",450,90.188,179.893,"renta.act.Esc1.Int2",404.364719037672
"865",35,"MG2","zona costera","16",0,436.698,483.235,"renta.act.Esc1.Int2",19152.6427291436
"866",1,"MG2","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-2200
"867",3,"MG2","zona costera","21",1250,0,0,"renta.act.Esc1.Int2",-806.98
"868",17,"MG2","zona costera","21",1000,7.705,51.53,"renta.act.Esc1.Int2",-1084.78645616358
"869",25,"MG2","zona costera","21",450,215.99,312.127,"renta.act.Esc1.Int2",3014.94545263748
"870",35,"MG2","zona costera","21",0,730.716,775.584,"renta.act.Esc1.Int2",35142.6458566286
"871",1,"MG2","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-2200
"872",3,"MG2","zona costera","26",1250,0,0,"renta.act.Esc1.Int2",-806.98
"873",17,"MG2","zona costera","26",1000,36.405,90.373,"renta.act.Esc1.Int2",-799.252536163578
"874",25,"MG2","zona costera","26",450,397.742,491.689,"renta.act.Esc1.Int2",6950.3770397148
"875",35,"MG2","zona costera","26",0,1037.528,1081.889,"renta.act.Esc1.Int2",53458.04426629
"876",1,"MG2","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-2200
"877",3,"MG2","zona interior","7",1250,0,0,"renta.act.Esc1.Int2",-806.98
"878",17,"MG2","zona interior","7",1000,0,0.868,"renta.act.Esc1.Int2",-1219.37973616358
"879",25,"MG2","zona interior","7",450,0,28.785,"renta.act.Esc1.Int2",-1503.22336762235
"880",35,"MG2","zona interior","7",0,67.455,109.484,"renta.act.Esc1.Int2",904.454554439498
"881",1,"MG2","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-2200
"882",3,"MG2","zona interior","11",1250,0,0,"renta.act.Esc1.Int2",-806.98
"883",17,"MG2","zona interior","11",1000,0,6.488,"renta.act.Esc1.Int2",-1211.28693616358
"884",25,"MG2","zona interior","11",450,12.019,81.37,"renta.act.Esc1.Int2",-1198.02269070769
"885",35,"MG2","zona interior","11",0,230.557,276.294,"renta.act.Esc1.Int2",8245.26918313202
"886",1,"MG2","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-2200
"887",3,"MG2","zona interior","16",1250,0,0,"renta.act.Esc1.Int2",-806.98
"888",17,"MG2","zona interior","16",1000,0,23.634,"renta.act.Esc1.Int2",-1186.59669616358
"889",25,"MG2","zona interior","16",450,94.854,188.183,"renta.act.Esc1.Int2",497.975286626588
